w	0
w	1
w	2
w	3
w	4
w	5
w	6
w	7
w	8
w	9
w	10
w	11
w	12
w	13
w	14
w	15
w	16
w	17
w	18
w	19
w	20
w	21
w	22
w	23
w	24
w	25
w	26
w	27
w	28
w	29
w	30
w	31
w	32
w	33
w	34
w	35
w	36
w	37
w	38
w	39
w	40
w	41
w	42
w	43
w	44
w	45
w	46
w	47
w	48
w	49
w	50
w	51
w	52
w	53
w	54
w	55
w	56
w	57
w	58
w	59
w	60
w	61
w	62
w	63
w	64
w	65
w	66
w	67
w	68
w	69
w	70
w	71
w	72
w	73
w	74
w	75
w	76
w	77
w	78
w	79
w	80
w	81
w	82
w	83
w	84
w	85
w	86
w	87
w	88
w	89
w	90
w	91
w	92
w	93
w	94
w	95
w	96
w	97
w	98
w	99
w	100
w	101
w	102
w	103
w	104
w	105
w	106
w	107
w	108
w	109
w	110
w	111
w	112
w	113
w	114
w	115
w	116
w	117
w	118
w	119
w	120
w	121
w	122
w	123
w	124
w	125
w	126
w	127
w	128
w	129
w	130
w	131
w	132
w	133
w	134
w	135
w	136
w	137
w	138
w	139
w	140
w	141
w	142
w	143
w	144
w	145
w	146
w	147
w	148
w	149
w	150
w	151
w	152
w	153
w	154
w	155
w	156
w	157
w	158
w	159
w	160
w	161
w	162
w	163
w	164
w	165
w	166
w	167
w	168
w	169
w	170
w	171
w	172
w	173
w	174
w	175
w	176
w	177
w	178
w	179
w	180
w	181
w	182
w	183
w	184
w	185
w	186
w	187
w	188
w	189
w	190
w	191
w	192
w	193
w	194
w	195
w	196
w	197
w	198
w	199
w	200
w	201
w	202
w	203
w	204
w	205
w	206
w	207
w	208
w	209
w	210
w	211
w	212
w	213
w	214
w	215
w	216
w	217
w	218
w	219
w	220
w	221
w	222
w	223
w	224
w	225
w	226
w	227
w	228
w	229
w	230
w	231
w	232
w	233
w	234
w	235
w	236
w	237
w	238
w	239
w	240
w	241
w	242
w	243
w	244
w	245
w	246
w	247
w	248
w	249
w	250
w	251
w	252
w	253
w	254
w	255
w	256
w	257
w	258
w	259
w	260
w	261
w	262
w	263
w	264
w	265
w	266
w	267
w	268
w	269
w	270
w	271
w	272
w	273
w	274
w	275
